Sample_ID,Object ID,other ID,Genbank ID,Fasta file ID,Fasta_ID_alignment,Long,Lat,Country/Region,Site location,Site ID,Haplogroup,Haplogroup assigned?,Average_Age_YBP,Date_range,Dating_method,Species,Coverage_depth,Coverage_breadth,calculated_sequence_completeness,Source,metadata_source_or_what_i_put_into_mastersheet,Partial,paper link,notes
I17895,"3462; LARA QUIBOR L-104-11, 1787",,,I17895.AG,I17895_Venezuela_LasLocas_c_2250_B2j,-69.64,10.03,Venezuela,Las Locas,"3462; LARA QUIBOR L-104-11, 1787",B2j,Y,2250,450-150 BCE,contextual,human,126.5,,0.9982497435,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I17896,"3463; L-104-4, 1778 A",,,I17896.AG,I17896_Venezuela_LasLocas_c_2250_B2d,-69.64,10.03,Venezuela,Las Locas,"3463; L-104-4, 1778 A",B2d,Y,2250,450-150 BCE,contextual,human,138.8,,0.9981290362,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
69JM,,OP605619,,"OP605619.1 Homo sapiens haplogroup B2 mitochondrion, complete genome",69JM_Argentina_BuenosAires_d_2239.5_B2ak1a,-59.65,-38.683,Argentina,"El Guanaco 1 / Buenos Aires, Pampas region",,B2ak1a,Y,2239.5,"2340–2139 cal BP (2280 ± 30 BP, BETA-137745)",direct_radiocarbon_dating,human,,,0.9995171706,MottiAmJBioAnthropol2023,Motti2,,https://onlinelibrary.wiley.com/doi/10.1002/ajpa.24727,
I17890,"3457; L-10, 1793",,,I17890.AG,I17890_Venezuela_LasLocas_d_2235_B2j,-69.64,10.03,Venezuela,Las Locas,"3457; L-10, 1793",B2j,Y,2235,"385-206 calBCE (2240±20 BP, PSUAMS-8214)",direct_radiocarbon_dating,human,175.3,,0.9998792927,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I17891,"3458; L-10, 1788",,,I17891.AG,I17891_Venezuela_LasLocas_d_2230_B2j,-69.64,10.03,Venezuela,Las Locas,"3458; L-10, 1788",B2j,Y,2230,"381-203 calBCE (2230±20 BP, PSUAMS-8215)",direct_radiocarbon_dating,human,170.9,,0.9998792927,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I8548,S8548.E1.L1,,,I8548,I8548_DominicanRepublic_Andrés_d_2230_C1b2,-69.64,18.44,Dominican Republic,Andrés,"NDRS_14; NDRS_14, grave 14",C1b2,Y,2230,"211-326 calCE (1805±20 BP, PSUAMS-7290)",direct_radiocarbon_dating,human,124,,0.9997585853,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I17589,S17589.E1.L1,,,I17589,I17589_Cuba_CanímarAbajo_c_2226_C1d1,-81.5,23.04,Cuba,Canímar Abajo,2294; E-1 (E.44) C115 0.55-0.60,C1d1,Y,2226,1200 BCE - 1200 CE,contextual,human,,,0.9960166576,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I17893,"3460; L-10-33 E4, 1791",,,I17893.AG,I17893_Venezuela_LasLocas_d_2226_B2j,-69.64,10.03,Venezuela,Las Locas,"3460; L-10-33 E4, 1791",B2j,Y,2226,"376-201 calBCE (2220±20 BP, PSUAMS-8225)",direct_radiocarbon_dating,human,145.1,,0.9953527672,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I9057,MPI 24 (Burial 110),I9057,,ERR2880992,I9057_Brazil_Jabuticabeira2_d_2220_C1c,-49.00583333,-28.55,Brazil,Jabuticabeira 2,,C1c,Y,2220,2340-2100,direct_radiocarbon_dating,human,26.5648,1.0044,0.8209910073,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
JAB-25,,JBT015.A0101,,ERR11770502,JAB-25_Brazil_SantaCatarina_d_2220_C1c,-48.806,-28.424,Brazil,Santa Catarina,"Jabuticabeira II - Burial 111/112B (intrusive individual - TL1/L2), Pars Petrosa",C1c,Y,2220,2314-2126,direct_radiocarbon_dating,human,130.974,1.01216,0.999818939,FerrazNature2023,,,https://www.nature.com/articles/s41559-023-02114-9#Sec25,
JAB-24,,JBT014.A0101,,ERR11770501,JAB-24_Brazil_SantaCatarina_d_2150.5_C1c,-48.806,-28.424,Brazil,Santa Catarina,"Jabuticabeira II - Burial 111/112A (pathological individual, TL1/L2), Pars Petrosa",C1c,Y,2150.5,2298-2003,direct_radiocarbon_dating,human,23.9553,1.01216,0.999637878,FerrazNature2023,,,https://www.nature.com/articles/s41559-023-02114-9#Sec25,
GUY001,1613,,,GUY001.A0101.MT1.1,GUY001_Cuba_GuayaboBlanco_c_2150_D1,-80.924,22.301,Cuba,Guayabo Blanco,,D1,Y,2150,,contextual,human,94.2327,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
MW886103,,,MW886103,MW886103,MW886103_Argentina_ElVado__d__2123_B2ak1a,-64.52147,-31.39335,Argentina,"El Vado, Punilla",,B2ak1a,Y,2123,"2329-1917 calBP (2156 ± 86, MTC 12808)",direct_radiocarbon_dating,human,124,,0.9995775243,Angelina Garcia,Angelina Garcia,,https://academic.oup.com/hmg/article/30/13/1200/6226240,
I0721,378628,,,I0721.AG,I0721_USA_ChalukaMidden_AleutianIslands_d_2070_D2a1a,-168.8205659,52.9883684,USA,"Chaluka Midden, Umnak Island, Aleutian Islands",,D2a1a,Y,2070,"350 calBCE - 110 calCE (2838±48 BP, AA-46421)",direct_radiocarbon_dating,human,92,,0.9997585853,FlegontovNature2019,harvard,,,
AO10,,,KJ489283,KJ489283,AO10_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
GE27,,,KJ489213,KJ489213,GE27_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
GE28,,,KJ489214,KJ489214,GE28_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
GE30,,,KJ489215,KJ489215,GE30_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA03,,,KJ489285,KJ489285,JA03_Peru_CentralAndes__c__2050_D1(f),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1(f),Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA14,,,KJ489256,KJ489256,JA14_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA29,,,KJ489290,KJ489290,JA29_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA34,,,KJ489261,KJ489261,JA34_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA35,,,KJ489262,KJ489262,JA35_Peru_CentralAndes__c__2050_D1(f),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1(f),Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA44,,,KJ489293,KJ489293,JA44_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA45,,,KJ489294,KJ489294,JA45_Peru_CentralAndes__c__2050_D1(f),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1(f),Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA46,,,KJ489295,KJ489295,JA46_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA50,,,KJ489297,KJ489297,JA50_Peru_CentralAndes__c__2050_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA54,,,KJ489300,KJ489300,JA54_Peru_CentralAndes__c__2050_D1(f),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1(f),Y,2050,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
CAO006,Ma! CA Museo,,,CAO006.A0101.MT1.1,CAO006_Cuba_CanimarAbajo_c_2000_D1,-81.497,23.038,Cuba,Canimar Abajo,,D1,Y,2000,,contextual,human,63.908,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CAO010,E2,,,CAO010.A0101.MT1.1,CAO010_Cuba_CanimarAbajo_c_2000_C1d1,-81.497,23.038,Cuba,Canimar Abajo,,C1d1,Y,2000,,contextual,human,33.0677,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CAO017,E110,,,CAO017.A0101.MT1.1,CAO017_Cuba_CanimarAbajo_c_2000_n/a,-81.497,23.038,Cuba,Canimar Abajo,,,Y,2000,,contextual,human,76.714,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CUC002,234,,,CUC002.A0101.MT1.1,CUC002_Cuba_CuevaCalero_c_2000_A2,-81.317,23.05,Cuba,Cueva Calero,,A2,Y,2000,,contextual,human,138.7618,,1.000181061,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CUC003,2,,,CUC003.A0101.MT1.1,CUC003_Cuba_CuevaCalero_c_2000_A2,-81.317,23.05,Cuba,Cueva Calero,,A2,Y,2000,,contextual,human,145.1887,,1.000241415,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
FORM001.A.1.1,Madrid 2-41 individuo 8,,,FORM001.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM001.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,,contextual,human,62,,1,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM002.A.1.1,Madrid Ind 1,,,FORM002.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM002.A.1.1_Colombia_LagunaDeLaHerrera_d_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,1936-1866 calBP,direct_radiocarbon_dating,human,94,,1.000120707,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM003.A.1.1,Madrid Ind 5,,,FORM003.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM003.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_C1c,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,C1c,Y,2000,,contextual,human,89,,0.9999396463,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM004.A.1.1,Madrid 2-41,,,FORM004.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM004.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,,contextual,human,55,,1,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM005.A.1.1,Madrid 2-41 Indv 6,,,FORM005.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM005.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_C1c,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,C1c,Y,2000,,contextual,human,38,,0.9998792927,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM006.A.1.1,Madrid 2-41 Indv 2,,,FORM006.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM006.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,,contextual,human,63,,1,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM007.A.1.1,Madrid 2-41 Indv 14,,,FORM007.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM007.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,,contextual,human,29,,0.9972237311,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM008.A.1.1,Madrid 2-41 Indv 15 corte 0,,,FORM008.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM008.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_B2d,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,B2d,Y,2000,,contextual,human,8,,0.8990283059,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
FORM009.A.1.1,Madrid 2-41 corte 8 cráneo infantil,,,FORM009.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,FORM009.A.1.1_Colombia_LagunaDeLaHerrera_c_2000_D1,-74.2827857,4.7333069,Colombia,Laguna de La Herrera,,D1,Y,2000,,contextual,human,39,,0.9990946949,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PDM003,E3,,,PDM003.A0101.MT1.1,PDM003_Cuba_PlayaDelMango_d_1976_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1976,2061 - 1890 cal BP,direct_radiocarbon_dating,human,10.0104,,0.9465266461,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
PDM006,E9,,,PDM006.A0101.MT1.1,PDM006_Cuba_PlayaDelMango_d_1975_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1975,2130 - 1820 cal BP,direct_radiocarbon_dating,human,15.6104,,0.9984911582,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CIP003,7151_1,,,CIP003.A0101.MT1.1,CIP003_Cuba_CuevaDelPerico_c_1950_D1,-83.275,22.958,Cuba,Cueva del Perico,,D1,Y,1950,,contextual,human,205.5303,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I17591,S17591.E1.L1,,,I17591,I17591_Cuba_CanímarAbajo_c_1949_D1,-81.5,23.04,Cuba,Canímar Abajo,2296; C119 N2,D1,Y,1949,1200 BCE - 1200 CE,contextual,human,,,0.9859375943,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I17594,S17594.E1.L1,,,I17594,I17594_Cuba_CanímarAbajo_c_1949_C1d1,-81.5,23.04,Cuba,Canímar Abajo,2299; C152 bolsa 117 N4,C1d1,Y,1949,1200 BCE - 1200 CE,contextual,human,,,0.9611925886,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
ES-05,,EPS005.A0101,,ERR11770491,ES-05_Brazil_SaoPaulo_d_1947_C1b,-46.332,-23.965,Brazil,Sao Paulo,"Sambaqui Limão - Burial id not available. Box 8.680 kg, cabinet 3, bookshelf 4, shelf 4, temporal and occipital bone, weight 122.13 gr, Pars Petrosa",C1b,Y,1947,2002-1892,direct_radiocarbon_dating,human,30.5688,1.01216,0.9993964633,FerrazNature2023,,,https://www.nature.com/articles/s41559-023-02114-9#Sec25,
I9054,"MPI 21 (Burial 111/112, non-pathological)",I9054,,ERR2880989,I9054_Brazil_Jabuticabeira2_d_1935_C1c,-49.00583333,-28.55,Brazil,Jabuticabeira 2,,C1c,Y,1935,2030-1830,direct_radiocarbon_dating,human,5.20525,0.950153,0.6664856056,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
Lovelock1,Lovelock1,,,Lovelock1,Lovelock1_Usa_LovelockCave_d_1935_D1,-118.558333,39.9625,USA,"Lovelock Cave, Nevada, US",,D1,Y,1935,"49 calBCE - 110 calCE (2001±28 BP, AA-R-24197)",direct_radiocarbon_dating,human,,,0.9329470698,MorenoMayarScience2018,,,,
PDM010,E15,,,PDM010.A0101.MT1.1,PDM010_Cuba_PlayaDelMango_d_1932_A2,-76.986,20.554,Cuba,Playa del Mango,,A2,Y,1932,1987 - 1877 cal BP,direct_radiocarbon_dating,human,41.4221,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I2233,SC7_L207_PWK 136,,,I2233.AG,I2233_Peru_ParacasWariKayan_d_1915_D1,-76.303281,-13.8726,Peru,"Paracas Wari Kayan, Coast",,D1,Y,1915,"115 calBCE - 205 calCE (2285±25 BP, PSUAMS-1868)",direct_radiocarbon_dating,human,116,,0.999818939,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
ES-03,,EPS003.A0101,,ERR11770489,ES-03_Brazil_SaoPaulo_d_1910_A2-A2m,-46.332,-23.965,Brazil,Sao Paulo,"Sambaqui do Limão - Burial 3. Box 1,354 kg, cabinet 2, bookshelf 3, shelf 3, right temporal bone, weight 39.19 gr, Pars Petrosa",A2-A2m,Y,1910,1985-1835,direct_radiocarbon_dating,human,54.6206,1.01216,0.9996982316,FerrazNature2023,,,https://www.nature.com/articles/s41559-023-02114-9#Sec25,
PDM002,E6,,,PDM002.A0101,PDM002_Cuba_PlayaDelMango_c_1900_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1900,,contextual,human,55.9021,,0.9985515119,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
PDM009,E17,,,PDM009.A0101.MT1.1,PDM009_Cuba_PlayaDelMango_c_1900_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1900,,contextual,human,38.8345,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
S0287,MS21,,KU523311,KU523311,S0287_Peru_LosMolinos__c__1900_B2,-76.1834224,-13.7039662,Peru,Los Molinos,,B2,Y,1900,2000-1800 BP,contextual,human,130,,0.9995171706,LlamasSciAdv2016,Bastien Llamas 2016,,,
I7977,ROJA_L1,,,I7977.AG,I7977_DominicanRepublic_CuevaRoja_d_1887_C1d1,-71.6455,17.87,Dominican Republic,"Cueva Roja (southern DR, Pedernales)",,C1d1,Y,1887,"8-123 calCE (1960±20 BP, PSUAMS-7385)",direct_radiocarbon_dating,human,63.2218,,0.9981893898,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I23704,5 SON (Elemento 545A),,,I23704.AG,I23704_Mexico_Sonora_d_1875_C1b7,-111.524,30.50042,Mexico,La Playa (Sonora),,C1b7,Y,1875,"15-126 calCE (1950±20 BP, PSUAMS-12863)",direct_radiocarbon_dating,human,47.27,,0.9821956666,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I9055,"MPI 22 (Burial 111/112, pathological)",I9055,,ERR2880990,I9055_Brazil_Jabuticabeira2_d_1870_C1c,-49.00583333,-28.55,Brazil,Jabuticabeira 2,,C1c,Y,1870,1990-1750,direct_radiocarbon_dating,human,3.82022,0.901955,0.5793952562,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
Lovelock2,Lovelock2,,,Lovelock2,Lovelock2_Usa_LovelockCave_d_1839_D1,-118.558333,39.9625,USA,"Lovelock Cave, Nevada, US",,D1,Y,1839,"26-207 calCE (1925±29 BP, AA-R-24198)",direct_radiocarbon_dating,human,,,0.9596837468,MorenoMayarScience2018,,,,
PDM001,E2,,,PDM001.A0101.MT1.12,PDM001_Cuba_PlayaDelMango_d_1826_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1826,1941 - 1774 cal BP,direct_radiocarbon_dating,human,82.6375,,0.9997585853,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
PDM004,E14,,,PDM004.B0101.MT1.1,PDM004_Cuba_PlayaDelMango_d_1824_C1d1,-76.986,20.554,Cuba,Playa del Mango,,C1d1,Y,1824,1891 - 1701 cal BP,direct_radiocarbon_dating,human,241.2549,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
ES-04,,EPS004.A0101,,ERR11770490,ES-04_Brazil_SaoPaulo_d_1813.5_D1-D1d2,-46.332,-23.965,Brazil,Sao Paulo,"Sambaqui Limão - Burial id not provided. Box 8.680 kg, cabinet 3, bookshelf 3, shelf 4, left temporal bone, weight 53.21 gr, Pars Petrosa",D1-D1d2,Y,1813.5,1883-1744,direct_radiocarbon_dating,human,15.9506,1.01185,0.9995775243,FerrazNature2023,,,https://www.nature.com/articles/s41559-023-02114-9#Sec25,
PDM008,E10,,,PDM008.A0101.MT1.1,PDM008_Cuba_PlayaDelMango_d_1783_D1,-76.986,20.554,Cuba,Playa del Mango,,D1,Y,1783,1878 - 1737 cal BP,direct_radiocarbon_dating,human,36.4006,,0.9997585853,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
SN-15,"SDMM, 17658",PRJEB25445,,SN-15,SN-15_Canada_SanNicolasIsland_d_1762_C1b41a1,-119.539,33.264278,Canada,"San Nicolas Island, CA",,C1b41a1,Y,1762,"78-325 calCE (1852±44 BP, UBA-31918)",direct_radiocarbon_dating,human,23.4,,0.7651035065,ScheibScience2018,,,10.1126/science.aar6851,
AO05,,,KJ489247,KJ489247,AO05_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
AO06,,,KJ489248,KJ489248,AO06_Peru_CentralAndes__c__1760_D(4j1a),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D(4j1a),Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
AO08,,,KJ489249,KJ489249,AO08_Peru_CentralAndes__c__1760_D(4j1a),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D(4j1a),Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
AO13,,,KJ489250,KJ489250,AO13_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
AO15,,,KJ489251,KJ489251,AO15_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
AO18,,,KJ489284,KJ489284,AO18_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,840 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
GE18,,,KJ489110,KJ489110,GE18_Peru_CentralAndes__c__1760_D(4b1a2a1),-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D(4b1a2a1),Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
GE32,,,KJ489217,KJ489217,GE32_Peru_CentralAndes__c__1760_C1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,C1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA13,,,KJ489255,KJ489255,JA13_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA21,,,KJ489257,KJ489257,JA21_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA22,,,KJ489258,KJ489258,JA22_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA23,,,KJ489259,KJ489259,JA23_Peru_CentralAndes__c__1760_D1,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,D1,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
JA26,,,KJ489260,KJ489260,JA26_Peru_CentralAndes__c__1760_B2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,B2,Y,1760,260 BC–640 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
